date of status	status	кол-во листов	#	ОФ	НФ	/	Место хранения		Код СС	Наименование документа	полнота	подлин.	способ воспроизв.	дата документа	примечания	дата сост. Архива	Автор: не Котс А.Ф.
2/9/2013	scanned		99	10141		578	96	of-10141-578	1.1	"Тема : ""Происхождение человека"" (10 часов) . Методический план ."	полная	копия	машинопись	б/г	"под ном. 2116/471 - очерк ""Происхождение человека"""	март 1998 г.	
7/22/2015	ocr	46 лл.	100	12430		17	97	of-12430-17	1.1	"""Борьба В.А. Вагнера против идеализма и механицизма"". Рукопись статьи ."	полная	копия	машинопись	б/г	исправления в тексте	март 1998 г.	
2/12/2012	docbook	24	419	10141		19	400	of-10141-19	1.4	"""О внемузейной деятельности музеев"". Статья ."	полная	оригинал	машинопись	[до 1948]	Т. I	май 1998 г.	
2/12/2012	docbook	26	449	10141		15	427	of-10141-15	1.4(А)	"""Об эффективности работ музеев массового типа и методике её учёта"" . Доклад в ""Доме учёных"" на собрании марксистско- музейного кружка . Тезисы к докладу ."	полная	копия	машинопись	б/г	Т. I	май 1998 г.	
7/22/2015	ocr	21	103	12430		18	100	of-12430-18	1.1	"""Заключение для учащихся и педагогов"", (""некоторый итог , тому что было сказано по поводу всей Дарвиновской теории..."") ."	полная	копия	машинопись	б/г	Т. III	март 1998 г.	
2/19/2012	scanned	175	241	10141		629	231	of-10141-629	1.2	"""К истории Дарвиновского музея"". /Отрывки воспоминаний/. 1-ый экземпляр ."	полная	копия	машинопись	[сер. 1950-х]	"1 экз.основной+ 2 экз.дубликаты,неполные /1 экз.- 45-168 лл.; 2 экз.- 120-168 лл.)/"	апрель 1998 г.	
2/19/2012	scanned	12	255	10141		63	245	of-10141-63	1.2	"""Дарвинизм на производстве"" (О взаимной связи Дарвиновского музея с ""Холодильником"" Союзпушнины). Очерк ."	полная	оригинал	машинопись	б/г	исправления в тексте ; на 6-ом л. записка к Котсу ; Т. III	апрель 1998 г.	
2/19/2012	scanned	12	278	12430		92	266	of-12430-92	1.2	"""Государственный Дарвиновский музей в Москве"". Очерк ."	полная	копия	машинопись	[1946]		апрель 1998 г.	
2/19/2012	scanned	87	428	10141		12	407	of-10141-12	1.4	"""О логических основах тематической экспозиции музеев массового типа"". Доклад в Институте МКР . Тезисы доклада. Доклад в 2-х редакциях ."	полная	копия	машинопись	1948 май-июнь	"Т. I ; 1 экз.основной + 2 экз.,редакции (44 лл., 24 лл.)"	май 1998 г.	
1/31/2016	scanned	16	21	10141		35	20	of-10141-35	1.1	"""К вопросу о наглядности преподавания в средней школе"". Речь на Конференции преподавателей - биологов г.Москвы , перед началом учебного года 6 сентября 1944 года в аудитории ГПИ им. В.И. Ленина ."	полная	копия	машинопись	1944 сент.6	в тексте лист с примеч.Котса ;Т. II;1 экз. основной+2 экз.дубликаты по 12 лл. в кажд.экз.	февраль 1998 г.	
3/8/2013	scanned	21 лл.	109		2116	506	106	nvf-2116-506	1.1	"Курс ""Анатомии человека со сравнительно-морфологической точки зрения"". Выписки и конспекты ."	полная ?	оригинал	рукопись	б/Г	листы возм. перепутаны	март 1998 г.	
2/21/2012	docbook	21	67	10141		37	65	of-10141-37	1.1	"""Старое и новое в учебно-лекционной практике"" (О методике и пользе лекционного преподавания). Рукопись статьи ."	полная	копия	машинопись	б/г	Т. II ; 1 экз. основной + 1 экз. черновик /листы перепутаны/ 23 лл.	февраль 1998 г.	
5/24/2015	docbook	16	111	10141		562	108	of-10141-562	1.1	"""Uber die lehre Darwins von der Divergenz der arten auf Nichtgetrenntem boden"". Рукопись статьи /(""Учение Дарвина о дивергенции видов , не встречающихся в природе"")."	полная	копия	машинопись	б/г	нем.яз.	март 1998 г.	
2/21/2012	docbook	30	395	10141		18	382	of-10141-18	1.4(А)	"""К методике работы лектора-экскурсовода"". (Методологические  вехи и путёвки). Доклад на Конференции музейных работников летом 1943 года ."	полная	оригинал	машинопись	1943 лето	Т. I ;	май 1998 г.	
2/9/2013	scanned		113	10141		560;561	110	of-10141-560;561	1.1	"""Das Problem der Anthropogenese"". Рукопись статьи (""Проблемы антропогенеза"")."	полная	копия	машинопись	б/г	нем. яз.;2 экз. в ОФ .	март 1998 г.	
2/21/2012	docbook	23	451	10141		17	428	of-10141-17	1.4	"""Музей и школа"" . Речь на общегородском собрании педагогов. + Конспект доклада ""О работе музея со школой""."	полная	копия	машинопись	б/г	Т. I ; 1 экз.основной + 2 экз.дубликаты по 19 лл. в каждом экз.	май 1998 г.	
2/23/2012	scanned	3	41	12430		6	39	of-12430-6	1.1	"Тезисное содержание двух лекций . Лекция I . ""Основы дарвинизма и мичуринская биология"". Лекция II . ""Происхождение человека в свете дарвинизма"". Тексты лекций ."	полная	копия	машинопись	1950 мая 29		февраль 1998 г.	
2/23/2012	scanned	5 лл.	96		2116	477	93	nvf-2116-477	1.1	"""Проблема вида в свете критики учения о ""внутривидовой борьбе"" и в отсвете теории эксогенных факторов"". Рукопись статьи ."	полная ?	копия	машинопись	б/г	нет 1-го л.	март 1998 г.	
2/23/2012	scanned	21	249	10141		69	239	of-10141-69	1.2	"""Михаил Дмитриевич Езучевский и его работы в Дарвиновском музее в Москве"". Очерк , /редакция/."	полная	копия	машинопись	б/г	1 экз.основной + 2 экз.дубликаты по 20 лл. в каждом экз.	апрель 1998 г.	
